2889,086417
3124,247861
3072,994726
2859,691237
3296,096609
3289,313106
2867,982185
2859,691237
2846,12423
3288,559383
2968,227288
3373,730034
2874,765688
2956,167726
2191,13931
2543,127754
2692,364824
3272,731209
3278,007267
3176,254719
2659,201031
2657,693586
2820,497663
3096,360126
2868,735908
3153,643042
3155,150487
2861,952404
3259,917925
2727,036063
2905,668314
2700,655773
3194,344061
2326,809374
2913,959262
3073,748449
2998,376191
3140,829758
2610,209063
3440,057621
2728,543508
2607,947896
2603,42556
2616,238844
3039,830933
3195,097783
3385,789596
3375,991202
2874,011966
3006,667139
2388,614626
2106,722382
2817,482772
2916,22043
2849,139121
2859,691237
3158,9191
2861,198682
2899,638533
3066,211223
2635,081909
2586,843664
2600,41067
2751,155185
3062,44261
2806,176934
2743,61796
2717,237669
2987,824075
3006,667139
2774,520585
2688,596212
2558,202206
3097,867571
2361,480613
2631,313296
2567,246877
2655,432418
2708,192999
2564,231986
2691,611102
2857,430069
2901,899701
2903,407146
2618,500012
2893,608753
2854,415179
2867,228462
2231,086607
2528,807025
2990,838965
2892,85503
2642,619134
1955,224144
2338,115213
2722,513728
2412,733748
2664,477089
2540,866586
2464,740606
2454,18849
2560,463373
2993,853855
2322,287039
2671,260592
2654,678696
2285,354633
3071,487281
2555,187315
3079,024507
2568,000599
2786,580147
2282,339742
2633,574463
2922,250211
3119,725526
2814,467882
2761,707302
2493,382064
2462,479438
2055,469247
2203,198872
2693,118547
2431,576813
2715,730224
2053,208079
2607,194173
2794,117372
2678,044095
2707,439276
2705,178108
2746,63285
2844,616785
3186,053113
2766,229637
2495,643232
2421,024697
2971,242178
2389,368348
2993,100133
2440,621484
2623,022347
2678,797818
2748,140295
2814,467882
2607,194173
2875,519411
2762,461024
2500,165567
2251,437117
2977,271959
2515,240019
2451,927322
2763,214747
2960,690062
2956,921449
2567,246877
2497,904399
2525,038412
2796,37854
2819,74394
2609,455341
2867,982185
2942,60072
2898,131088
2744,371682
2365,249226
2619,253734
2822,75883
3233,537635
2956,167726
3106,912242
2975,764513
2103,707492
2344,144994
3082,793119
2559,709651
3277,253544
2143,654788
2640,357967
2743,61796
2904,914591
2744,371682
3018,7267
3333,029015
2918,481598
3177,762164
3183,038222
2745,879127
3128,770197
2998,376191
3158,9191
3186,806835
3085,80801
2880,795469
2906,422036
2747,386573
2739,849347
3178,515887
3079,024507
2984,055462
3098,621294
3023,249036
2964,458675
2752,662631
2647,895192
2710,454166
2948,630501
2956,167726
3149,874429
3087,315455
3030,032539
2873,258243
2915,466707
2649,402638
2744,371682
2862,706127
3259,917925
2916,974152
3249,365809
2985,562907
3058,673997
3455,132073
3186,053113
2794,117372
2656,939863
2837,833282
2886,825249
2783,565256
2929,787436
2801,654598
2651,663805
2586,089941
2790,348759
2838,587004
2803,915766
2644,880302
2467,001774
2688,596212
2833,310946
2638,096799
2900,392256
2737,588179
2911,698094
2410,47258
2718,745115
3200,373842
2963,704952
2798,639708
2626,037238
2716,483947
2760,953579
2423,285864
3103,897352
3292,327996
2870,243353
2525,792135
2763,214747
2813,714159
2681,058986
2942,60072
2854,415179
3080,531952
2712,715334
3168,717493
3127,262752
2809,191824
2990,838965
2553,67987
2331,33171
2583,828773
2806,930656
2613,223954
2604,933005
2802,408321
2326,809374
2956,921449
2828,788611
2237,87011
2838,587004
3136,307422
3546,332505
2906,422036
2926,772546
2907,175759
2537,097973
2810,699269
2960,690062
2907,929482
2750,401463
2663,723366
3062,44261
3164,195158
2688,596212
2948,630501
2766,98336
2751,908908
2451,927322
2651,663805
2799,39343
2932,802327
2739,095624
3365,439086
2609,455341
3265,193983
2832,557224
2635,835631
2570,261767
2738,341902
2721,760005
2765,475914
3131,785087
3496,586814
2974,257068
2985,562907
2967,473565
2762,461024
3076,009616
3032,293707
2864,213572
3070,733558
2658,447308
2806,176934
3256,903035
2958,428894
2835,572114
2889,086417
3454,37835
2962,95123
3026,263926
2706,685553
2935,063494
3146,105816
2960,690062
2613,223954
2982,548017
3009,682029
2970,488455
2835,572114
2976,518236
2455,695935
2715,730224
3242,582306
2935,063494
3280,268435
3232,03019
3044,353268
2886,825249
3057,166552
2968,98101
3014,204365
2950,891668
2723,26745
3014,204365
2836,325837
3269,716319
3549,347395
3036,06232
3082,039397
3198,112674
2958,428894
3291,574273
3132,53881
3053,397939
3336,797628
3308,909893
2904,160869
3054,151662
3243,336028
2764,722192
3149,874429
3439,303899
3119,725526
2909,436927
3293,835441
2794,871095
2877,780578
3323,984344
3106,158519
2990,838965
2964,458675
2807,684379
3305,14128
3238,813693
3209,418512
2913,20554
2853,661456
3155,904209
3565,929292
3376,744925
3326,245512
3108,419687
3128,016474
3137,814868
2907,929482
3258,41048
3393,326821
2846,12423
3678,233956
3088,069178
2978,779404
3388,050763
3269,716319
3186,053113
3140,076035
3032,293707
2959,936339
3154,396764
3302,880112
3290,066828
3317,954564
3100,128739
2924,511378
3248,612086
